총세대수,준공연도,건물형태,난방방식,승강기설치여부,실차량수,총면적,면적10-30,면적30-40,면적40-50,면적50-60,면적60-70,면적70-80,면적80-200,임대보증금,임대료
216,2018,복도식,지역,1,230,7899.9839999999995,216,0,0,0,0,0,0,15256000.0,102950.0
1206,2017,계단식,지역,1,879,68561.1494,430,408,368,0,0,0,0,20543333.333333332,206283.33333333334
990,2016,복도식,개별,1,700,53826.354999999996,508,316,166,0,0,0,0,13619666.666666666,175976.66666666666
196,2016,복도식,개별,1,166,7605.358,196,0,0,0,0,0,0,11802500.0,94055.0
624,2016,복도식,개별,1,565,38690.1694,0,450,174,0,0,0,0,21147000.0,240496.66666666666
20,2021,복도식,개별,1,23,784.798,20,0,0,0,0,0,0,11635000.0,92660.0
114,2019,복도식,개별,1,109,5859.231000000001,74,0,40,0,0,0,0,10415000.0,155000.0
18,2019,복도식,개별,1,22,662.2560000000001,18,0,0,0,0,0,0,9150000.0,88000.0
356,2016,복도식,지역,1,430,18852.1376,128,120,108,0,0,0,0,13713333.333333334,166666.66666666666
162,2016,복도식,지역,1,142,6153.5214,162,0,0,0,0,0,0,10098000.0,87080.0
39,1997,복도식,개별,1,104,1827.3197,8,31,0,0,0,0,0,5158333.333333333,44086.666666666664
60,2001,계단식,개별,1,223,4349.9349999999995,0,0,0,60,0,0,0,10405000.0,86700.0
150,2006,계단식,개별,1,237,11587.5,0,0,0,150,0,0,0,24969000.0,124830.0
47,2002,복도식,개별,1,38,3118.8871000000004,0,0,47,0,0,0,0,16977000.0,96110.0
40,2000,계단식,개별,0,29,1440.0,40,0,0,0,0,0,0,4942000.0,39920.0
120,2018,복도식,개별,1,89,5715.1208,48,56,16,0,0,0,0,8198000.0,120530.0
30,2018,복도식,개별,1,29,1081.7904,30,0,0,0,0,0,0,9138000.0,86695.0
531,2010,복도식,개별,1,411,37000.140400000004,0,104,251,176,0,0,0,15482750.0,114255.0
72,2019,복도식,개별,1,93,5896.401,40,38,32,0,0,0,0,12833333.333333334,165000.0
40,2019,복도식,개별,1,31,1463.3096,40,0,0,0,0,0,0,10159500.0,91700.0
18,2002,복도식,개별,1,49,1452.7620000000002,0,0,0,18,0,0,0,23117000.0,128560.0
6,2002,계단식,개별,0,24,427.71000000000004,0,0,0,6,0,0,0,21302000.0,117500.0
174,2000,혼합식,개별,0,258,10383.784,0,56,0,118,0,0,0,13339500.0,73645.0
40,2000,계단식,개별,0,77,1858.404,0,40,0,0,0,0,0,9537000.0,52000.0
57,1996,계단식,개별,0,357,2770.371,0,0,57,0,0,0,0,6485000.0,48360.0
19,1998,복도식,개별,0,24,914.2378,3,16,0,0,0,0,0,2205000.0,56855.0
385,1999,계단식,개별,0,352,20038.1714,0,278,0,107,0,0,0,11368500.0,62890.0
183,1998,계단식,개별,0,316,11157.97,0,53,0,130,0,0,0,11346500.0,62775.0
51,2009,계단식,개별,0,71,3966.8001,0,0,2,49,0,0,0,17999600.0,99524.0
794,2010,혼합식,개별,1,578,47625.2436,0,476,318,0,0,0,0,15400000.0,132120.0
9,1999,복도식,개별,1,104,460.28159999999997,0,9,0,0,0,0,0,8788000.0,48670.0
528,2006,혼합식,개별,1,526,35206.7755,0,0,174,334,0,0,0,19662000.0,159777.5
521,2009,복도식,개별,1,486,36936.4423,0,134,135,252,0,0,0,18475333.333333332,156866.66666666666
458,2008,혼합식,개별,1,448,29865.1432,0,172,230,56,0,0,0,19377714.285714287,131782.85714285713
37,1996,복도식,개별,1,631,2163.3278999999998,0,25,0,12,0,0,0,13873000.0,77400.0
4,1996,복도식,개별,1,413,324.9192,0,0,0,4,0,0,0,19076000.0,106510.0
474,2010,혼합식,개별,1,188,28378.2726,0,264,164,46,0,0,0,16300333.333333334,101320.0
180,2007,계단식,개별,1,249,13163.652,0,0,0,180,0,0,0,24583000.0,136160.0
51,2001,복도식,개별,1,229,2553.1744,27,0,22,2,0,0,0,15126000.0,84473.33333333333
280,2009,혼합식,개별,1,165,18686.646399999998,0,96,136,48,0,0,0,17393333.333333332,118580.0
85,2008,계단식,개별,1,241,7046.162700000001,0,0,0,85,0,0,0,22719000.0,124830.0
700,2017,복도식,개별,1,569,36521.362,260,330,110,0,0,0,0,16755500.0,169500.0
140,2017,복도식,개별,1,90,5143.413999999999,140,0,0,0,0,0,0,11886000.0,93000.0
131,2002,계단식,개별,1,85,12328.41,0,0,0,131,0,0,0,14989000.0,164290.0
210,2018,복도식,지역,1,202,11031.530999999999,0,210,0,0,0,0,0,9859000.0,172000.0
80,2018,복도식,지역,1,60,3284.9759999999997,80,0,0,0,0,0,0,12117000.0,108000.0
630,2005,혼합식,개별,1,629,42027.6162,0,189,159,282,0,0,0,15384833.333333334,99256.66666666667
1696,2017,복도식,개별,1,1059,89369.4736,616,728,352,0,0,0,0,13813333.333333334,209333.33333333334
1300,2011,복도식,개별,1,904,84094.70199999999,0,450,700,150,0,0,0,17542500.0,148387.5
190,2016,복도식,개별,1,130,9856.388,70,88,32,0,0,0,0,12926666.666666666,185656.66666666666
306,2018,복도식,개별,1,210,15641.1528,108,138,60,0,0,0,0,12528000.0,162666.66666666666
130,2021,복도식,개별,1,113,7436.72,22,62,46,0,0,0,0,10125333.333333334,157220.0
40,2021,복도식,개별,1,32,1551.24,40,0,0,0,0,0,0,9697000.0,89270.0
420,2001,복도식,개별,1,267,24979.474800000004,0,252,168,0,0,0,0,15472000.0,94375.0
835,1995,복도식,지역,1,114,34655.84,537,298,0,0,0,0,0,10512666.666666666,138996.66666666666
1485,1993,복도식,중앙,1,298,64622.25,1181,298,0,6,0,0,0,7595571.428571428,104975.71428571429
1386,1993,복도식,중앙,1,258,56818.21,1051,298,0,17,0,0,0,8422285.714285715,116401.42857142857
956,1994,복도식,지역,1,243,37398.72,956,0,0,0,0,0,0,9931000.0,134540.0
120,2020,복도식,개별,1,47,5581.8024,66,54,0,0,0,0,0,2515500.0,50040.0
447,1994,복도식,중앙,1,78,19383.41,149,298,0,0,0,0,0,7628000.0,125010.0
